Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Fix,Letter
1665800767.3947566,0,8769,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800768.4078918,0,8770,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800769.420069,0,8771,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800770.4073598,0,8772,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800771.3943186,0,8773,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800772.4135308,0,8773,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800773.405811,0,8775,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800774.4190724,0,8776,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800775.4157748,0,8776,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800776.4090393,0,8778,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800777.4095643,0,8779,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800778.4049225,0,8779,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800779.4101315,0,8781,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800780.4140358,0,8782,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800781.4231997,0,8782,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800782.4171546,0,8784,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800783.4281213,0,8785,0,GPS1_Frame,42.364740333333344,-71.06514233333334,12.199999809265137,329946.544845463,4692339.805899831,19,4,T
1665800784.4214354,0,8786,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800785.4147632,0,8787,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800786.4265325,0,8788,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800787.4194477,0,8789,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
1665800788.408128,0,8790,0,GPS1_Frame,42.364740166666664,-71.06514233333334,12.199999809265137,329946.5443957689,4692339.787392715,19,4,T
